"vorname","anzahl","geschlecht","Kiez","year"
"Maya",12,"w","Spandau",2016
"Adam",12,"m","Spandau",2016
"Adrian",12,"m","Spandau",2016
"Emilio",12,"m","Spandau",2016
"Gustav",12,"m","Spandau",2016
"Max",12,"m","Spandau",2016
"Philipp",12,"m","Spandau",2016
"Lara",11,"w","Spandau",2016
"Nele",11,"w","Spandau",2016
"Sara",11,"w","Spandau",2016
"Viktoria",11,"w","Spandau",2016
"Ali",11,"m","Spandau",2016
"Jan",11,"m","Spandau",2016
"Johann",11,"m","Spandau",2016
"Leo",11,"m","Spandau",2016
"Michael",11,"m","Spandau",2016
"Theo",11,"m","Spandau",2016
"Valentin",11,"m","Spandau",2016
"Marie",23,"w","Steglitz-Zehlendorf",2016
"Maximilian",20,"m","Steglitz-Zehlendorf",2016
"Maria",19,"w","Steglitz-Zehlendorf",2016
"Alexander",18,"m","Steglitz-Zehlendorf",2016
"Sophie",18,"w","Steglitz-Zehlendorf",2016
"Theodor",16,"m","Steglitz-Zehlendorf",2016
"Charlotte",16,"w","Steglitz-Zehlendorf",2016
"Emma",14,"w","Steglitz-Zehlendorf",2016
"Sophia",14,"w","Steglitz-Zehlendorf",2016
"David",12,"m","Steglitz-Zehlendorf",2016
"Elias",12,"m","Steglitz-Zehlendorf",2016
"Jonas",12,"m","Steglitz-Zehlendorf",2016
"Paul",12,"m","Steglitz-Zehlendorf",2016
"Anna",12,"w","Steglitz-Zehlendorf",2016
"Elisabeth",12,"w","Steglitz-Zehlendorf",2016
"Emily",11,"w","Steglitz-Zehlendorf",2016
"Luisa",11,"w","Steglitz-Zehlendorf",2016
"Marie",94,"w","Tempelhof-Schöneberg",2016
"Sophie",89,"w","Tempelhof-Schöneberg",2016
"Maria",82,"w","Tempelhof-Schöneberg",2016
"Alexander",73,"m","Tempelhof-Schöneberg",2016
"Charlotte",63,"w","Tempelhof-Schöneberg",2016
"Emilia",60,"w","Tempelhof-Schöneberg",2016
"Paul",56,"m","Tempelhof-Schöneberg",2016
"Emma",54,"w","Tempelhof-Schöneberg",2016
"Sophia",52,"w","Tempelhof-Schöneberg",2016
"Elias",49,"m","Tempelhof-Schöneberg",2016
"Emil",49,"m","Tempelhof-Schöneberg",2016
"Maximilian",49,"m","Tempelhof-Schöneberg",2016
"Oskar",46,"m","Tempelhof-Schöneberg",2016
"Felix",44,"m","Tempelhof-Schöneberg",2016
